date,time,user_name,post
2025-04-13,22:15:43,happy_hanna,Family dinner tonight — homemade pizza! 🍕
2025-04-08,07:15:30,funny_finn,It's interesting how some people act so innocent online but you know the truth.
2025-04-10,15:40:36,science_sue,"If you don't have anything nice to say, maybe just… don't post it?"
2025-04-10,12:41:44,jordan_m22,The fact that people think this behavior is funny says everything.
2025-04-13,20:49:27,drama_devon,Finally organized my room. Feels so much better!
2025-04-10,08:15:58,techie_tom,Glad I'm not the only one who feels this way about Peyton.
2025-04-12,16:35:38,zara_z,Not every group is your group. Learning that the hard way.
2025-04-10,17:46:57,brave_brett,Everyone I've talked to agrees — Logan needs to go.
2025-04-10,21:47:55,sporty_steph,Drew gets upset so easily. It's honestly kind of pathetic.
2025-04-13,17:49:49,shy_shay,"If you're friends with Avery, we can't really be friends. Sorry."
2025-04-10,08:18:15,math_mike,Finished a huge assignment early for once!
2025-04-07,10:14:24,jock_jake,Working on a new song. Music just makes everything better.
2025-04-07,15:21:34,lucas_lu,We're all going to the movies Saturday. Reese — don't bother asking.
2025-04-10,21:37:44,alex_k99,You can always tell who the real ones are when things get hard.
2025-04-11,15:00:22,happy_hanna,This whole week has been nothing but drama. I'm so tired of it.
2025-04-11,18:34:51,mean_mike99,Fake friends are worse than enemies. At least enemies are honest.
2025-04-08,14:31:01,olivia_o99,Volunteered at the animal shelter today. Best day ever!
2025-04-12,10:29:58,music_max,Anyone else notice how some people only talk to you when they need something?
2025-04-07,21:37:36,popular_paul,Went hiking with my family this weekend — beautiful views!
2025-04-08,20:11:03,sunny_sky21,Working on a new song. Music just makes everything better.
2025-04-10,14:48:56,olivia_o99,Got a really good grade on my essay!
2025-04-09,20:30:01,bandkid_ben,Drew's presentation today was honestly painful to watch.
2025-04-12,08:41:02,theaterhead_theo,Science fair project is coming together nicely!
2025-04-08,20:39:09,pixel_pete,Soccer practice was exhausting but so worth it!
2025-04-11,22:29:44,sunny_sky21,I actually think Remy is really nice. The posts are unfair.
2025-04-11,22:45:07,chess_club_cal,I told Sam to ignore it. Online stuff blows over.
2025-04-11,07:19:36,outcast_oliver,The audacity of some people never stops surprising me.
2025-04-10,22:12:04,kind_kim,I thought the drama was over but I guess not.
2025-04-08,09:49:19,outcast_oliver,I don't even want to go to school tomorrow.
2025-04-13,23:50:02,emma_emm,I'm just being honest — Jamie really needs to change everything about themselves.
2025-04-07,16:21:00,mia_m,Why are we still talking about Reese? It's been three days. Move on.
2025-04-09,17:53:29,nerd_nina,Morning run done! Feeling great to start the day.
2025-04-12,16:41:17,funny_finn,Genuinely feel bad for Charlie right now. This is a lot.
2025-04-10,16:46:37,math_mike,Science fair project is coming together nicely!
2025-04-13,22:17:56,ava_av,Just joined the school newspaper. Super excited!
2025-04-11,17:24:21,alex_k99,Riley showed up to gym class and everyone groaned.
2025-04-10,11:51:16,leo_lion,Just discovered a new band and I'm obsessed!
2025-04-12,20:35:00,shy_shay,It's interesting how some people act so innocent online but you know the truth.
2025-04-08,18:31:35,theaterhead_theo,Drama club auditions are coming up. Nervous but ready!
2025-04-12,18:28:50,alex_k99,Just watched an amazing documentary about space!
2025-04-10,18:19:42,kind_kim,Movie night with friends tonight 🎬
2025-04-11,15:47:35,leo_lion,Just joined the school newspaper. Super excited!
2025-04-09,14:14:07,artclub_amy,Soccer practice was exhausting but so worth it!
2025-04-12,16:48:44,dance_dani,Drama club auditions are coming up. Nervous but ready!
2025-04-09,18:48:33,mean_mike99,Just got a new book and I can't put it down!
2025-04-13,11:14:23,dance_dani,Finished a huge assignment early for once!
2025-04-08,14:03:35,cool_caden,Saw what people are posting about me. I thought they were my friends.
2025-04-12,20:31:06,jordan_m22,Everyone better stop talking to Charlie after what they did.
2025-04-10,14:03:16,sporty_steph,Going to the park after school today!
2025-04-10,16:36:40,outcast_oliver,Can't believe how fast this semester is going!
2025-04-13,17:19:05,pixel_pete,Got a really good grade on my essay!
2025-04-11,17:39:14,chess_club_cal,Peyton is the slowest runner in the whole grade. By a lot.
2025-04-09,20:27:19,slow_sam,Deleting this app for a while. Need a break from everything.
2025-04-12,09:48:13,drama_queen_d,Study group at the library tonight — anyone want to join?
2025-04-08,12:35:04,chef_charlie,Chess tournament this Saturday. Wish me luck! ♟️
2025-04-12,17:18:02,drama_devon,Baked cookies for my family today 🍪
2025-04-12,20:04:43,drama_devon,You can always tell who the real ones are when things get hard.
2025-04-13,17:42:51,science_sue,Tell your friends — Drew is not to be trusted. Pass it on.
2025-04-12,10:17:52,runner_riley,Finally finished my art project. Pretty happy with it!
2025-04-13,14:47:52,slow_sam,Fake friends are worse than enemies. At least enemies are honest.
2025-04-07,16:19:44,liam_loo,Anyone else notice how some people only talk to you when they need something?
2025-04-11,16:05:38,taylorswift_fan,Some people in my grade are genuinely mean and they don't even see it.
2025-04-09,17:01:05,drama_devon,The fact that people think this behavior is funny says everything.
2025-04-13,17:01:48,outcast_oliver,Everyone ganging up on one person is not a good look for any of us.
2025-04-13,19:30:33,wallflower_w,The whole class knows Riley got the lowest grade. Not surprised.
2025-04-11,16:52:31,soccer_star_sam,Blake tried out for the team and didn't make it. Shocker 🙄
2025-04-09,18:54:10,leo_lion,If anyone tells Skyler about our plans I'm removing them from the group.
2025-04-12,22:52:48,fast_felix,Study group at the library tonight — anyone want to join?
2025-04-09,13:07:49,liam_loo,The fact that people think this behavior is funny says everything.
2025-04-07,17:34:29,mia_m,Finally organized my room. Feels so much better!
2025-04-09,17:31:40,ava_av,Can we please stop with the drama? This is embarrassing for everyone.
2025-04-11,09:18:28,jock_jake,Nobody invited Remy to the party and honestly… for a reason.
2025-04-13,12:10:19,fast_felix,Got a really good grade on my essay!
2025-04-07,11:53:58,techie_tom,Casey thinks they're so cool but literally no one likes them.
2025-04-10,22:18:32,nerd_nina,Drama club auditions are coming up. Nervous but ready!
2025-04-10,12:35:09,olivia_o99,Just discovered a new band and I'm obsessed!
2025-04-11,18:08:55,bookworm_bella,Got a really good grade on my essay!
2025-04-09,22:32:17,jordan_m22,Our team won the game tonight!! So excited!
2025-04-13,17:42:31,runner_riley,Everyone better stop talking to Jamie after what they did.
2025-04-09,17:34:24,lucas_lu,The fact that people think this behavior is funny says everything.
2025-04-08,23:15:36,olivia_o99,Got a really good grade on my essay!
2025-04-07,14:30:45,olivia_o99,I'm just being honest — Casey really needs to change everything about themselves.
2025-04-10,22:08:32,kind_kim,Just got a new book and I can't put it down!
2025-04-13,20:06:33,lucas_lu,Can't believe how fast this semester is going!
2025-04-10,20:09:04,sporty_steph,I told Blake to ignore it. Online stuff blows over.
2025-04-11,18:41:05,leo_lion,The fact that people think this behavior is funny says everything.
2025-04-11,15:20:40,nerd_nina,Fake friends are worse than enemies. At least enemies are honest.
2025-04-13,16:39:04,pixel_pete,Stayed home today. Couldn't face everyone after what was posted.
2025-04-09,23:47:05,ethan_e,You can always tell who the real ones are when things get hard.
2025-04-12,18:06:28,chef_charlie,Stayed home today. Couldn't face everyone after what was posted.
2025-04-07,08:50:03,cool_caden,Went hiking with my family this weekend — beautiful views!
2025-04-08,12:26:36,outcast_oliver,I actually think Riley is really nice. The posts are unfair.
2025-04-07,17:24:39,outcast_oliver,Spring break plans are coming together!
2025-04-08,12:40:16,lucas_lu,Just finished my homework finally! 📚
2025-04-13,16:18:43,loud_lana,Chess tournament this Saturday. Wish me luck! ♟️
2025-04-09,23:19:40,ethan_e,Told a teacher what's happening online. Hope it helps.
2025-04-13,14:24:54,sporty_steph,Just learned a new coding skill — feeling accomplished!
2025-04-11,15:18:44,cool_caden,Volunteered at the animal shelter today. Best day ever!
2025-04-09,06:55:43,chess_club_cal,Okay what people are saying about Remy is way too far. Leave them alone.
2025-04-12,16:57:57,cool_caden,Can we please stop with the drama? This is embarrassing for everyone.
2025-04-13,15:40:12,funny_finn,Made a new recipe today and it actually turned out great!
2025-04-12,09:40:41,taylorswift_fan,Chess tournament this Saturday. Wish me luck! ♟️
2025-04-07,17:46:08,soccer_star_sam,Not naming names but certain people need to grow up.
2025-04-12,15:12:08,loud_lana,Not naming names but certain people need to grow up.
2025-04-11,16:17:53,chef_charlie,Drama club auditions are coming up. Nervous but ready!
2025-04-13,14:55:21,techie_tom,Everyone already knows Casey cheated on the last test. Don't trust them.
2025-04-13,22:55:43,artclub_amy,I keep reading those comments even though I know I shouldn't.
2025-04-13,19:23:05,liam_loo,Finished a huge assignment early for once!
2025-04-07,16:43:47,outcast_oliver,Just learned a new coding skill — feeling accomplished!
2025-04-13,17:23:06,outcast_oliver,Had the best lunch today at school!
2025-04-11,20:35:20,funny_finn,Going to the park after school today!
2025-04-12,20:58:44,happy_hanna,I don't even want to go to school tomorrow.
2025-04-08,07:02:19,quiet_quinn,Science fair project is coming together nicely!
2025-04-11,09:29:23,popular_paul,Some people in my grade are genuinely mean and they don't even see it.
2025-04-11,15:47:46,runner_riley,I'm so tired of the cliques in this school. It's exhausting.
2025-04-07,20:39:26,math_mike,Group project actually went really well today!
2025-04-08,16:15:54,noah_n,Group project actually went really well today!
2025-04-11,21:41:22,gamer_rex,Vote: is Sam the most annoying person you know? I say yes.
2025-04-13,20:05:42,nature_nick,Deleting this app for a while. Need a break from everything.
2025-04-07,08:21:15,music_max,Can we please stop with the drama? This is embarrassing for everyone.
2025-04-13,19:13:37,nature_nick,Can we please stop with the drama? This is embarrassing for everyone.
2025-04-13,10:57:38,jordan_m22,Can't believe how fast this semester is going!
2025-04-08,16:51:11,techie_tom,Why does everyone suddenly hate me? I didn't do anything.
2025-04-08,06:50:50,pixel_pete,Nobody invited Riley to the party and honestly… for a reason.
2025-04-09,08:47:26,shy_shay,Going to the park after school today!
2025-04-10,16:23:32,kind_kim,Made a new friend in my science class today!
2025-04-08,22:02:46,popular_paul,Jordan tripped in the hallway today and I actually can't stop laughing.
2025-04-07,23:54:25,ethan_e,Told a teacher what's happening online. Hope it helps.
2025-04-12,21:04:57,soccer_star_sam,Can't believe how fast this semester is going!
2025-04-07,09:39:40,kind_kim,Quinn showed up to gym class and everyone groaned.
2025-04-11,16:29:32,mean_mike99,Agree with everything people are saying about Sam lately 💯
2025-04-13,17:56:49,fast_felix,Can we please stop with the drama? This is embarrassing for everyone.
2025-04-10,21:26:21,lucas_lu,Sam overreacts to everything. So exhausting to be around.
2025-04-09,15:42:16,noah_n,I'm so tired of the cliques in this school. It's exhausting.
2025-04-10,08:53:05,soccer_star_sam,We were just joking around with Jamie. They need to grow up.
2025-04-13,09:03:37,fast_felix,I'm just being honest — Sam really needs to change everything about themselves.
2025-04-10,15:42:48,ethan_e,Some people in my grade are genuinely mean and they don't even see it.
2025-04-07,22:38:19,emma_emm,Made a new friend in my science class today!
2025-04-08,10:30:14,artsy_ava,Movie night with friends tonight 🎬
2025-04-09,09:17:36,drama_devon,This whole week has been nothing but drama. I'm so tired of it.
2025-04-13,20:39:43,wallflower_w,Avery better not come to the game tonight.
2025-04-07,10:44:48,happy_hanna,Not naming names but certain people need to grow up.
2025-04-07,10:09:36,popular_paul,Why does Jordan always try to sit with us? Take the hint already.
2025-04-07,18:13:24,mia_m,I don't trust Jamie. They told my secret to everyone.
2025-04-09,18:49:36,mean_mike99,New episode of my favorite show is out!
2025-04-08,10:39:03,outcast_oliver,Chess tournament this Saturday. Wish me luck! ♟️
2025-04-12,15:38:28,mia_m,Made a new friend in my science class today!
2025-04-07,15:07:18,outcast_oliver,Told a teacher what's happening online. Hope it helps.
2025-04-11,18:02:14,liam_loo,Some people in this school really need a reality check. You know who you are.
2025-04-07,11:13:49,music_max,I told Blake to ignore it. Online stuff blows over.
2025-04-07,06:47:27,dance_dani,Finished a huge assignment early for once!
2025-04-12,12:35:53,popular_paul,Why are we still talking about Quinn? It's been three days. Move on.
2025-04-13,18:27:01,lucas_lu,The fact that people think this behavior is funny says everything.
2025-04-09,17:36:25,nerd_nina,I ate lunch alone again today. It's fine. I'm fine.
2025-04-07,15:20:10,funny_finn,"If Jamie wasn't so sensitive, people might actually like them."
2025-04-07,16:06:15,ethan_e,Anyone who defends Taylor is just as bad as them. You've been warned.
2025-04-10,20:47:21,drama_devon,Finally finished my art project. Pretty happy with it!
2025-04-07,16:07:33,brave_brett,The weather is finally nice enough to eat outside!
2025-04-09,18:52:41,runner_riley,Can't believe how fast this semester is going!
2025-04-09,11:38:09,theaterhead_theo,Why are we still talking about Riley? It's been three days. Move on.
2025-04-13,17:29:48,slow_sam,Reported the post about Harley. That crossed a line.
2025-04-12,17:39:20,drama_queen_d,Chess tournament this Saturday. Wish me luck! ♟️
2025-04-07,16:40:19,math_mike,Frankie's presentation today was honestly painful to watch.
2025-04-07,14:28:02,gamer_rex,Baked cookies for my family today 🍪
2025-04-07,17:54:05,funny_finn,Peyton raised their hand to answer and got it wrong AGAIN 😂
2025-04-11,17:50:47,taylorswift_fan,Glad I'm not the only one who feels this way about Harley.
2025-04-12,11:38:30,brave_brett,New episode of my favorite show is out!
2025-04-10,09:57:53,leo_lion,It's interesting how some people act so innocent online but you know the truth.
2025-04-11,17:02:15,nerd_nina,Frankie is the slowest runner in the whole grade. By a lot.
2025-04-11,17:23:23,cool_caden,Nobody is bullying Blake. They just can't handle the truth.
2025-04-12,17:50:40,wallflower_w,Finished reading the whole series over the weekend!
2025-04-07,17:24:18,sunny_sky21,I texted Remy to check in. You should too if you actually care.
2025-04-13,10:05:37,popular_paul,The weather is finally nice enough to eat outside!
2025-04-09,22:44:42,liam_loo,Study group at the library tonight — anyone want to join?
2025-04-09,17:41:50,leo_lion,I texted Frankie to check in. You should too if you actually care.
2025-04-07,17:27:32,noah_n,Our team won the game tonight!! So excited!
2025-04-08,22:21:49,quiet_quinn,Made a new recipe today and it actually turned out great!
2025-04-08,08:54:50,artsy_ava,Tell your friends — Frankie is not to be trusted. Pass it on.
2025-04-07,18:56:49,funny_finn,Just learned a new coding skill — feeling accomplished!
2025-04-08,10:53:44,chess_club_cal,Stayed home today. Couldn't face everyone after what was posted.
2025-04-08,18:02:26,noah_n,"Sometimes I wonder if things would be better if I just wasn't here. (Not in a bad way, just tired)"
2025-04-10,17:48:47,ava_av,Science fair project is coming together nicely!
2025-04-09,22:50:30,science_sue,The art show was incredible. So many talented people!
2025-04-10,16:18:49,olivia_o99,Riley tried out for the team and didn't make it. Shocker 🙄
2025-04-13,11:38:08,sunny_sky21,Drama club auditions are coming up. Nervous but ready!
2025-04-13,15:59:06,nerd_nina,The fact that people think this behavior is funny says everything.
2025-04-07,14:48:10,math_mike,Casey better not show up to the event Saturday or things will be awkward.
2025-04-13,16:58:14,ava_av,Not every group is your group. Learning that the hard way.
2025-04-07,15:25:32,noah_n,Study group at the library tonight — anyone want to join?
2025-04-09,11:20:59,artsy_ava,I'm so tired of the cliques in this school. It's exhausting.
2025-04-09,19:08:02,cool_caden,Fake friends are worse than enemies. At least enemies are honest.
2025-04-12,20:48:45,sporty_steph,Did everyone see what Taylor wore today? I can't 😬
2025-04-07,13:53:09,fast_felix,People who talk behind your back but smile to your face are the worst kind.
2025-04-11,15:49:18,pixel_pete,New episode of my favorite show is out!
2025-04-08,15:50:39,lucas_lu,Had a great tutoring session today — things are clicking!
2025-04-11,16:40:32,slow_sam,Can't believe how fast this semester is going!
2025-04-09,15:39:22,pixel_pete,Everyone's talking about what Taylor did. So cringe.
2025-04-11,22:04:33,loud_lana,Logan better not show up to the event Saturday or things will be awkward.
2025-04-07,15:30:02,drama_queen_d,Still cringing at Avery's haircut. Who did that to them??
2025-04-12,06:50:04,emma_emm,Just got a new book and I can't put it down!
2025-04-13,17:48:21,music_max,Finished a huge assignment early for once!
2025-04-09,19:11:53,chess_club_cal,My mom saw the posts and now I have to explain everything. Great.
2025-04-10,17:51:08,bookworm_bella,Reported the post about Alex. That crossed a line.
2025-04-09,11:50:12,taylorswift_fan,Our team won the game tonight!! So excited!
2025-04-11,15:52:34,sporty_steph,Family dinner tonight — homemade pizza! 🍕
2025-04-09,15:49:03,wallflower_w,Soccer practice was exhausting but so worth it!
2025-04-13,15:56:25,bandkid_ben,Blake raised their hand to answer and got it wrong AGAIN 😂
2025-04-08,16:31:23,shy_shay,Study group at the library tonight — anyone want to join?
2025-04-12,15:27:38,dance_dani,Sam showed up to gym class and everyone groaned.
2025-04-07,14:18:19,ava_av,I keep reading those comments even though I know I shouldn't.
2025-04-08,18:22:28,taylorswift_fan,I know everyone is talking about Jamie but has anyone actually asked if they're okay?
2025-04-11,23:17:40,gamer_rex,Volunteered at the animal shelter today. Best day ever!
2025-04-09,16:47:43,chef_charlie,Must be nice to think you're better than everyone else.
2025-04-13,17:50:28,taylorswift_fan,Science fair project is coming together nicely!
2025-04-13,17:23:24,slow_sam,Can't believe how fast this semester is going!
2025-04-12,16:23:23,ava_av,Everyone ganging up on one person is not a good look for any of us.
2025-04-11,15:20:41,math_mike,Soccer practice was exhausting but so worth it!
2025-04-07,18:31:33,olivia_o99,It's interesting how some people act so innocent online but you know the truth.
2025-04-09,19:45:28,nature_nick,If the posts are about you… maybe reflect on why.
2025-04-12,21:31:12,techie_tom,Going to the park after school today!
2025-04-10,10:45:28,soccer_star_sam,This whole week has been nothing but drama. I'm so tired of it.
2025-04-12,15:04:35,loud_lana,Our team won the game tonight!! So excited!
2025-04-13,10:45:59,jock_jake,Everyone keeps tagging me in stuff I didn't want anyone to see.
2025-04-09,16:07:12,music_max,Had a great tutoring session today — things are clicking!
2025-04-07,15:36:23,lucas_lu,Genuinely feel bad for Casey right now. This is a lot.
2025-04-11,20:04:19,liam_loo,Some people in my grade are genuinely mean and they don't even see it.
2025-04-10,16:49:26,slow_sam,First day at my new club — everyone was really welcoming.
2025-04-12,08:29:43,shy_shay,Movie night with friends tonight 🎬
2025-04-12,17:49:08,ethan_e,Drop a ❤️ if you agree Alex is the worst.
2025-04-13,09:09:19,chef_charlie,Just watched an amazing documentary about space!
2025-04-09,22:33:57,cool_caden,If the posts are about you… maybe reflect on why.
2025-04-08,17:35:17,music_max,Deleting this app for a while. Need a break from everything.
2025-04-11,09:41:10,kind_kim,Must be nice to think you're better than everyone else.
2025-04-08,17:46:57,mean_mike99,The art show was incredible. So many talented people!
2025-04-07,20:01:05,taylorswift_fan,You can always tell who the real ones are when things get hard.
2025-04-11,13:13:49,slow_sam,I actually feel bad for Jordan. Must be hard to have no friends.
2025-04-10,21:34:18,wallflower_w,Fake friends are worse than enemies. At least enemies are honest.
2025-04-08,19:43:25,happy_hanna,"If Alex wasn't so sensitive, people might actually like them."
2025-04-08,16:30:29,nature_nick,Can't believe how fast this semester is going!
2025-04-09,20:20:46,emma_emm,Must be nice to think you're better than everyone else.
2025-04-13,15:35:06,zara_z,Soccer practice was exhausting but so worth it!
2025-04-09,16:09:06,gamer_rex,Just learned a new coding skill — feeling accomplished!
2025-04-13,17:15:55,chef_charlie,I know everyone is talking about Harley but has anyone actually asked if they're okay?
2025-04-12,14:48:10,quiet_quinn,Fake friends are worse than enemies. At least enemies are honest.
2025-04-10,20:31:01,soccer_star_sam,Anyone else notice how some people only talk to you when they need something?
2025-04-10,22:13:37,emma_emm,Baked cookies for my family today 🍪
2025-04-10,17:53:41,outcast_oliver,Tell your friends — Jordan is not to be trusted. Pass it on.
2025-04-13,09:08:56,sunny_sky21,People really need to think about what they're posting.
2025-04-09,07:03:36,fast_felix,Movie night with friends tonight 🎬
2025-04-09,08:32:28,theaterhead_theo,Can't believe how many people finally see Remy's true colors.
2025-04-12,17:08:06,liam_loo,Finished reading the whole series over the weekend!
2025-04-11,22:48:09,science_sue,I keep reading those comments even though I know I shouldn't.
2025-04-11,07:02:08,nerd_nina,Drama club auditions are coming up. Nervous but ready!
2025-04-11,16:38:57,brave_brett,Helped my neighbor carry groceries today. Little things matter!
2025-04-09,10:39:47,happy_hanna,Frankie better not show up to the event Saturday or things will be awkward.
2025-04-11,16:36:19,sporty_steph,I'm not getting involved but this whole situation is messed up.
2025-04-12,09:26:37,happy_hanna,The fact that people are laughing at this makes me uncomfortable.
2025-04-11,16:41:50,chess_club_cal,Alex tried to join our friend group chat. We deleted them immediately 😂
2025-04-11,16:33:40,artclub_amy,I try to be nice to everyone. I don't understand why this keeps happening to me.
2025-04-10,10:43:15,taylorswift_fan,"If Sam wasn't so sensitive, people might actually like them."
2025-04-08,06:20:26,runner_riley,We're all going to the movies Saturday. Reese — don't bother asking.
2025-04-11,19:58:30,bandkid_ben,The fact that people are laughing at this makes me uncomfortable.
2025-04-11,11:20:42,sporty_steph,Riley showed up to gym class and everyone groaned.
2025-04-10,21:21:34,emma_emm,I try to be nice to everyone. I don't understand why this keeps happening to me.
2025-04-12,18:51:44,sunny_sky21,"Sometimes I wonder if things would be better if I just wasn't here. (Not in a bad way, just tired)"
2025-04-08,14:19:14,happy_hanna,The fact that people are laughing at this makes me uncomfortable.
2025-04-12,18:20:30,emma_emm,Why is everyone JUST NOW realizing what Avery is really like? I've known forever.
2025-04-09,09:43:34,olivia_o99,The audacity of some people never stops surprising me.
2025-04-13,15:49:51,runner_riley,Baked cookies for my family today 🍪
2025-04-12,08:59:28,wallflower_w,Drama club auditions are coming up. Nervous but ready!
2025-04-08,11:34:17,fast_felix,Saw what people are posting about me. I thought they were my friends.
2025-04-07,17:37:15,pixel_pete,Finally organized my room. Feels so much better!
2025-04-08,17:03:06,mia_m,Drama club auditions are coming up. Nervous but ready!
2025-04-07,18:08:00,fast_felix,Must be nice to think you're better than everyone else.
2025-04-10,17:56:56,sporty_steph,Vote: is Skyler the most annoying person you know? I say yes.
2025-04-09,14:03:58,chess_club_cal,The art show was incredible. So many talented people!
2025-04-08,16:46:54,taylorswift_fan,Must be nice to think you're better than everyone else.
